1
55
         ,     CH01,     CH02,     CH03,     CH04,     CH05,     CH06,     CH07,     CH08,     CH09,     CH10,     CH11,     CH12,     CH13,     CH14,     CH15,     CH16,
       47,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       48,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       49,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       50,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       51,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       52,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       53,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       54,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       55,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
       56,    0.001,    0.001,   -0.003,    0.000,   -0.001,    0.001,    0.000,   -0.001,   -0.002,   -0.001,    0.001,    0.000,    0.000,   -0.001,    0.000,    0.000,
