1
82
         ,     CH01,     CH02,     CH03,     CH04,     CH05,     CH06,     CH07,     CH08,     CH09,     CH10,     CH11,     CH12,     CH13,     CH14,     CH15,     CH16,
       61,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       62,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       63,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       64,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       65,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       66,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       67,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       68,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       69,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       70,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
